age;turnover;travel;department;distance_from_home;education;field_of_study;employees;id;environment_satisfaction;gender;involvement;job_level;position;job_satisfaction;marital_status;monthly_income;num_companies_worked;over_18;overtime;percent_salary_hike;performance_rating;relationship_satisfaction;total_working_hours;stock_option_level;years_at_company;training_times_last_year;work_life_balance;years_with_curr_manager;years_in_current_role;years_since_last_promotion
60;No;Travel_Rarely;Sales;16;University;Marketing;1;732;Low;1.0;High;2;Sales Executive;High;Single;5405;8;Y;No;14;High;Very_High;80;0;10;1;High;2;;2
27;No;Travel_Frequently;Research & Development;10;University;Life Sciences;1;733;Very_High;1.0;High;3;Manufacturing Director;High;Divorced;8793;1;Y;No;21;Very_High;High;80;2;9;4;;9;;1
41;No;Travel_Rarely;Human Resources;1;Secondary;Human Resources;1;734;Very_High;2.0;Medium;5;Manager;Medium;Married;19189;1;Y;No;12;Medium;Medium;80;1;22;3;;22;;2
50;No;Travel_Rarely;Sales;8;;Marketing;1;738;Very_High;1.0;High;1;Sales Representative;High;Married;3875;7;Y;No;15;High;Very_High;80;1;4;2;;2;;2
28;Yes;Travel_Rarely;Research & Development;1;Elementary;Life Sciences;1;741;Low;1.0;Low;1;Research Scientist;;Single;2216;7;Y;Yes;13;Low;Very_High;80;0;10;4;Low;7;;3
36;No;Non-Travel;Research & Development;8;Master;Life Sciences;1;742;Low;2.0;Very_High;3;Research Director;Very_High;Married;11713;9;Y;No;14;High;Low;80;1;10;2;;8;4.0;0
38;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;743;High;1.0;High;3;Manufacturing Director;High;Single;7861;4;Y;Yes;14;High;Very_High;80;0;10;4;;1;3.0;0
44;No;Non-Travel;Research & Development;24;Elementary;Medical;1;744;Low;1.0;Low;1;Laboratory Technician;Low;Single;3708;2;Y;No;14;Low;High;80;0;9;5;;5;;1
47;No;Travel_Frequently;Sales;3;;Medical;1;746;Very_High;2.0;;4;Sales Executive;;Divorced;13770;9;Y;Yes;12;High;Very_High;80;2;28;2;;22;;11
30;No;Travel_Rarely;Sales;27;University;Marketing;1;747;High;1.0;High;2;Sales Executive;High;Divorced;5304;7;Y;No;23;Very_High;Very_High;80;1;10;2;High;8;3.0;7
29;No;Travel_Rarely;Sales;10;;Life Sciences;1;749;High;1.0;High;1;Sales Representative;High;Single;2642;1;Y;No;11;High;High;80;0;1;6;;1;;0
42;Yes;Travel_Frequently;Research & Development;19;;Medical;1;752;High;2.0;Very_High;1;Research Scientist;Very_High;Divorced;2759;6;Y;Yes;12;High;Very_High;80;0;7;2;;2;;2
43;No;Travel_Frequently;Sales;15;Secondary;Life Sciences;1;754;Very_High;2.0;Medium;2;Sales Executive;Medium;Married;6804;3;Y;No;18;Medium;High;80;1;7;5;;2;;2
34;No;Travel_Rarely;Research & Development;8;University;Medical;1;757;Medium;1.0;High;2;Healthcare Representative;High;Single;6142;3;Y;No;11;High;Very_High;80;0;10;2;;5;;4
23;No;Travel_Rarely;Research & Development;9;University;Medical;1;758;Medium;1.0;High;1;Laboratory Technician;High;Married;2500;1;Y;No;14;High;Very_High;80;1;5;2;;4;3.0;0
39;No;Travel_Rarely;Human Resources;3;Master;Human Resources;1;760;High;2.0;Very_High;2;Human Resources;Very_High;Married;6389;9;Y;No;15;High;High;80;1;12;3;;8;;3
56;No;Travel_Rarely;Research & Development;9;University;Medical;1;762;High;1.0;High;4;Healthcare Representative;High;Married;11103;7;Y;No;11;High;High;80;0;30;1;;10;;1
40;No;Travel_Rarely;Research & Development;2;Secondary;Medical;1;763;Very_High;2.0;Medium;1;Research Scientist;Medium;Single;2342;0;Y;Yes;20;Medium;Very_High;80;0;5;2;;4;;2
27;No;Travel_Rarely;Research & Development;7;;Medical;1;764;Very_High;2.0;Medium;2;Healthcare Representative;Medium;Single;6811;8;Y;No;19;Medium;Low;80;0;9;2;Medium;7;;0
29;No;Travel_Rarely;Sales;10;;Marketing;1;766;Very_High;1.0;High;1;Sales Representative;High;Divorced;2297;1;Y;No;14;High;Very_High;80;2;2;2;High;2;;2
53;No;Travel_Rarely;Research & Development;6;University;Life Sciences;1;769;Very_High;1.0;High;2;Laboratory Technician;High;Single;2450;2;Y;No;17;High;Very_High;80;0;19;4;High;2;;2
35;No;Non-Travel;Research & Development;2;University;Life Sciences;1;771;Very_High;1.0;High;2;Healthcare Representative;High;Divorced;5093;2;Y;No;11;High;Low;80;1;16;2;High;1;;0
32;No;Travel_Frequently;Research & Development;24;University;Life Sciences;1;772;Low;1.0;High;2;Laboratory Technician;High;Married;5309;1;Y;No;15;High;Very_High;80;2;10;2;High;10;;4
38;No;Travel_Rarely;Research & Development;2;University;Medical;1;773;Very_High;1.0;High;1;Research Scientist;High;Married;3057;6;Y;Yes;13;High;Medium;80;1;6;0;;1;;0
34;No;Travel_Rarely;Research & Development;8;University;Life Sciences;1;775;Medium;1.0;High;2;Manufacturing Director;High;Divorced;5121;3;Y;No;14;High;High;80;1;7;3;;0;3.0;0
52;No;Travel_Rarely;Sales;3;Secondary;Marketing;1;776;High;2.0;Medium;4;Manager;Medium;Married;16856;1;Y;No;11;Medium;Low;80;0;34;3;;34;;1
33;Yes;Travel_Rarely;Research & Development;1;University;Other;1;780;Very_High;1.0;High;1;Research Scientist;High;Single;2686;1;Y;Yes;13;High;High;80;0;10;2;;10;;7
25;No;Travel_Rarely;Sales;26;University;Medical;1;781;High;1.0;High;2;Sales Executive;High;Single;6180;1;Y;No;23;Very_High;Medium;80;0;6;5;;6;3.0;1
45;No;Travel_Rarely;Sales;2;Elementary;Technical Degree;1;783;Medium;1.0;Low;2;Sales Representative;Low;Single;6632;0;Y;No;13;Low;Low;80;0;9;3;;8;;3
23;No;Travel_Rarely;Research & Development;10;Master;Medical;1;784;Low;2.0;Very_High;1;Research Scientist;Very_High;Single;3505;1;Y;No;18;High;Very_High;80;0;2;3;Very_High;2;;0
47;Yes;Travel_Frequently;Sales;27;Master;Life Sciences;1;785;Medium;2.0;Very_High;2;Sales Executive;Very_High;Single;6397;4;Y;Yes;12;High;Very_High;80;0;8;2;Very_High;5;;1
34;No;Travel_Rarely;Sales;2;University;Other;1;786;Very_High;1.0;High;2;Sales Executive;High;Single;6274;1;Y;No;22;Very_High;High;80;0;6;5;;6;;1
55;Yes;Travel_Rarely;Research & Development;2;;Medical;1;787;Very_High;1.0;High;5;Manager;High;Married;19859;5;Y;Yes;13;High;Very_High;80;1;24;2;;5;;1
36;No;Non-Travel;Sales;8;Secondary;Life Sciences;1;789;Low;2.0;Medium;3;Sales Executive;Medium;Single;7587;1;Y;No;15;Medium;Medium;80;0;10;1;Medium;10;2.0;0
52;No;Non-Travel;Research & Development;19;University;Medical;1;791;Very_High;1.0;High;1;Research Scientist;High;Married;4258;0;Y;No;18;High;Low;80;1;5;3;High;4;;1
26;No;Travel_Frequently;Research & Development;1;Elementary;Life Sciences;1;792;Low;1.0;Low;1;Laboratory Technician;Low;Divorced;4364;3;Y;No;14;Low;Low;80;1;5;2;Low;2;;2
29;No;Travel_Rarely;Research & Development;27;University;Medical;1;793;Medium;1.0;High;2;Healthcare Representative;High;Married;4335;4;Y;No;12;High;Low;80;1;11;3;;8;;1
26;Yes;Travel_Rarely;Sales;8;Secondary;Technical Degree;1;796;Very_High;2.0;Medium;2;Sales Executive;Medium;Single;5326;6;Y;No;17;Medium;High;80;0;6;2;Medium;4;2.0;1
34;No;Travel_Rarely;Research & Development;1;Master;Life Sciences;1;797;Medium;2.0;Very_High;1;Research Scientist;Very_High;Single;3280;2;Y;No;16;High;High;80;0;10;2;Very_High;4;;1
54;No;Travel_Rarely;Research & Development;19;;Medical;1;799;Very_High;2.0;;2;Manufacturing Director;;Divorced;5485;9;Y;Yes;11;High;Medium;80;2;9;4;;5;;1
27;No;Travel_Frequently;Sales;8;;Marketing;1;800;High;1.0;High;2;Sales Executive;High;Married;4342;0;Y;No;19;High;Medium;80;1;5;3;;4;;1
37;No;Travel_Rarely;Research & Development;10;University;Life Sciences;1;802;Very_High;1.0;High;1;Research Scientist;High;Divorced;2782;0;Y;Yes;13;High;Medium;80;2;6;3;High;5;;4
38;No;Travel_Frequently;Research & Development;2;Master;Life Sciences;1;803;Low;2.0;Very_High;2;Manufacturing Director;Very_High;Single;5980;6;Y;Yes;12;High;Very_High;80;0;17;2;;15;;4
34;No;Travel_Rarely;Research & Development;2;Secondary;Medical;1;804;High;2.0;Medium;1;Research Scientist;Medium;Single;4381;1;Y;No;11;Medium;High;80;0;6;3;;6;;1
35;No;Travel_Rarely;Sales;8;University;Life Sciences;1;805;Low;1.0;High;1;Sales Representative;High;Married;2572;1;Y;No;16;High;Medium;80;1;3;1;;3;;0
30;No;Travel_Rarely;Research & Development;1;Elementary;Life Sciences;1;806;Very_High;1.0;Low;1;Laboratory Technician;Low;Married;3833;3;Y;No;21;Low;High;80;2;7;2;Low;2;;0
40;No;Travel_Frequently;Research & Development;2;Master;Medical;1;807;High;2.0;Very_High;2;Healthcare Representative;Very_High;Married;4244;1;Y;No;24;Very_High;Very_High;80;1;8;2;Very_High;8;;3
34;No;Travel_Rarely;Sales;8;University;Life Sciences;1;808;High;1.0;High;2;Sales Executive;High;Married;6500;5;Y;No;17;High;Medium;80;1;6;1;;3;;1
42;No;Travel_Frequently;Research & Development;8;University;Life Sciences;1;809;Medium;2.0;High;5;Manager;High;Divorced;18430;1;Y;No;13;High;Medium;80;1;24;4;;24;3.0;14
23;Yes;Travel_Rarely;Research & Development;6;Master;Life Sciences;1;811;High;2.0;Very_High;1;Laboratory Technician;Very_High;Married;1601;1;Y;Yes;21;Very_High;High;80;2;1;2;Very_High;0;4.0;0
24;No;Non-Travel;Research & Development;9;Secondary;Life Sciences;1;812;High;2.0;Medium;1;Laboratory Technician;Medium;Divorced;2694;1;Y;No;11;Medium;High;80;3;1;4;;1;;0
52;No;Travel_Rarely;Research & Development;11;University;Life Sciences;1;813;Very_High;1.0;High;2;Laboratory Technician;High;Married;3149;8;Y;No;20;Very_High;Medium;80;1;9;3;High;5;3.0;1
50;No;Travel_Rarely;Research & Development;2;University;Medical;1;815;High;2.0;High;4;Research Director;High;Married;17639;5;Y;No;16;High;Very_High;80;0;30;3;;4;;0
29;Yes;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;816;Medium;2.0;Medium;1;Laboratory Technician;Medium;Married;2319;1;Y;Yes;11;Medium;Very_High;80;1;1;1;;1;;0
33;No;Travel_Rarely;Research & Development;7;University;Medical;1;817;High;1.0;High;3;Research Director;High;Married;11691;0;Y;No;11;High;Very_High;80;0;14;3;High;13;;3
33;Yes;Travel_Rarely;Sales;16;University;Marketing;1;819;Low;1.0;High;2;Sales Executive;High;Single;5324;5;Y;No;15;High;High;80;0;6;3;High;3;;0
47;No;Travel_Rarely;Research & Development;2;University;Other;1;820;High;1.0;High;4;Manager;High;Married;16752;1;Y;Yes;11;High;High;80;1;26;3;;26;;3
36;No;Travel_Rarely;Research & Development;1;University;Other;1;823;High;2.0;High;2;Manufacturing Director;High;Married;5228;0;Y;No;15;High;Low;80;1;10;2;High;9;3.0;0
29;No;Travel_Rarely;Research & Development;23;Master;Life Sciences;1;824;High;2.0;Very_High;1;Research Scientist;Very_High;Married;2700;1;Y;No;24;Very_High;High;80;1;10;3;;10;;0
58;Yes;Travel_Rarely;Research & Development;2;University;Life Sciences;1;825;Very_High;1.0;High;5;Research Director;;Single;19246;7;Y;Yes;12;High;Very_High;80;0;40;2;;31;;13
35;No;Travel_Rarely;Research & Development;1;Master;Life Sciences;1;826;Very_High;2.0;Very_High;1;Research Scientist;Very_High;Single;2506;3;Y;No;13;High;High;80;0;7;0;;2;;2
42;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;827;Very_High;2.0;Medium;2;Manufacturing Director;Medium;Married;6062;9;Y;Yes;13;Medium;Very_High;80;1;8;4;Medium;4;;0
28;Yes;Travel_Rarely;Research & Development;2;University;Medical;1;828;High;1.0;High;1;Research Scientist;High;Single;4382;6;Y;No;17;High;Very_High;80;0;5;3;;2;;2
36;No;Travel_Rarely;Human Resources;13;University;Human Resources;1;829;High;1.0;High;1;Human Resources;High;Married;2143;4;Y;No;13;High;Medium;80;1;8;2;;5;;0
32;No;Travel_Rarely;Research & Development;4;Secondary;Life Sciences;1;830;High;2.0;Medium;2;Manufacturing Director;Medium;Married;6162;1;Y;No;12;Medium;High;80;1;14;3;Medium;14;;6
40;No;Travel_Frequently;Research & Development;16;Secondary;Medical;1;832;Low;2.0;Medium;2;Laboratory Technician;Medium;Single;5094;6;Y;No;14;Medium;Very_High;80;0;10;6;Medium;1;;0
30;No;Travel_Rarely;Research & Development;2;;Medical;1;833;High;2.0;;2;Manufacturing Director;;Single;6877;5;Y;Yes;24;Very_High;Medium;80;0;12;4;;0;;0
45;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;834;Medium;2.0;Medium;1;Research Scientist;Medium;Single;2274;1;Y;No;14;Medium;Very_High;80;0;1;3;;1;;0
42;No;Travel_Rarely;Research & Development;29;University;Life Sciences;1;836;Medium;1.0;High;2;Manufacturing Director;High;Married;4434;1;Y;No;13;High;Very_High;80;1;10;3;;9;3.0;7
38;No;Travel_Frequently;Research & Development;12;Secondary;Life Sciences;1;837;Low;2.0;Medium;2;Healthcare Representative;Medium;Divorced;6288;2;Y;No;15;Medium;High;80;1;13;3;;4;;1
34;No;Travel_Frequently;Research & Development;16;Secondary;Life Sciences;1;838;High;2.0;Medium;1;Research Scientist;Medium;Single;2553;1;Y;No;16;Medium;High;80;0;6;3;;5;;1
49;Yes;Travel_Rarely;Sales;11;University;Marketing;1;840;High;1.0;High;3;Sales Executive;High;Married;7654;1;Y;No;18;High;Low;80;2;9;3;High;9;;7
55;Yes;Travel_Rarely;Sales;2;University;Medical;1;842;High;1.0;High;2;Sales Executive;High;Single;5160;4;Y;No;16;High;High;80;0;12;3;;9;;7
43;No;Travel_Rarely;Research & Development;14;University;Life Sciences;1;843;Medium;1.0;High;4;Research Director;High;Married;17159;6;Y;No;24;Very_High;High;80;1;22;3;;4;;1
27;No;Travel_Rarely;Research & Development;5;Secondary;Technical Degree;1;844;High;2.0;Medium;3;Research Director;Medium;Divorced;12808;1;Y;Yes;16;High;Medium;80;1;9;3;Medium;9;;0
35;No;Travel_Rarely;Research & Development;7;University;Other;1;845;High;1.0;High;3;Manufacturing Director;High;Single;10221;3;Y;No;21;Very_High;Medium;80;0;17;3;High;8;;1
28;No;Travel_Rarely;Sales;2;University;Marketing;1;846;Medium;1.0;High;2;Sales Executive;High;Married;4779;1;Y;Yes;20;Very_High;Low;80;0;8;2;High;8;;7
34;No;Travel_Rarely;Human Resources;3;University;Human Resources;1;847;High;2.0;High;1;Human Resources;High;Married;3737;0;Y;No;19;High;High;80;1;4;1;;3;;0
26;Yes;Travel_Frequently;Research & Development;5;;Medical;1;848;High;2.0;Medium;1;Research Scientist;Medium;Married;2366;1;Y;Yes;14;Medium;Low;80;1;8;2;;8;2.0;1
27;No;Non-Travel;Research & Development;3;University;Medical;1;850;Very_High;2.0;High;1;Research Scientist;High;Married;1706;1;Y;No;11;High;High;80;3;0;6;;0;;0
51;No;Travel_Rarely;Sales;26;University;Marketing;1;851;Low;1.0;High;4;Manager;High;Married;16307;2;Y;No;14;High;High;80;1;29;2;;20;3.0;4
44;No;Travel_Rarely;Research & Development;4;University;Medical;1;852;Very_High;1.0;High;2;Healthcare Representative;High;Single;5933;9;Y;No;12;High;Very_High;80;0;10;2;High;5;;2
25;No;Travel_Rarely;Research & Development;2;Master;Medical;1;854;Low;2.0;Very_High;1;Research Scientist;Very_High;Single;3424;7;Y;No;13;High;High;80;0;6;3;;4;;0
33;No;Travel_Rarely;Sales;1;Master;Medical;1;855;Low;2.0;Very_High;2;Sales Executive;Very_High;Divorced;4037;1;Y;No;22;Very_High;Low;80;1;9;5;;9;4.0;0
35;No;Travel_Rarely;Research & Development;27;Secondary;Medical;1;856;High;2.0;Medium;1;Research Scientist;Medium;Single;2559;1;Y;No;11;Medium;Very_High;80;0;6;3;;6;;1
36;No;Travel_Rarely;Sales;1;University;Life Sciences;1;857;Medium;1.0;High;2;Sales Executive;High;Married;6201;1;Y;Yes;14;High;Very_High;80;1;18;1;High;18;;4
32;No;Travel_Rarely;Sales;13;University;Life Sciences;1;859;Medium;1.0;High;2;Sales Executive;High;Divorced;4403;2;Y;No;11;High;High;80;1;8;3;;5;;0
30;No;Travel_Frequently;Research & Development;5;Secondary;Life Sciences;1;861;Medium;2.0;Medium;1;Research Scientist;Medium;Divorced;3761;9;Y;No;12;Medium;Medium;80;1;10;3;;5;;0
53;No;Travel_Rarely;Sales;7;Secondary;Marketing;1;862;Low;2.0;Medium;3;Sales Executive;Medium;Married;10934;7;Y;Yes;18;High;Very_High;80;1;35;3;;5;;0
45;No;Travel_Rarely;Sales;9;University;Marketing;1;864;Very_High;1.0;High;3;Sales Executive;High;Divorced;10761;4;Y;Yes;12;High;High;80;1;18;2;;5;;0
32;No;Travel_Rarely;Research & Development;8;Master;Medical;1;865;High;2.0;Very_High;2;Research Scientist;Very_High;Married;5175;5;Y;No;12;High;High;80;1;9;3;;5;;1
52;No;Travel_Frequently;Research & Development;25;Secondary;Medical;1;867;High;2.0;Medium;4;Manufacturing Director;Medium;Married;13826;3;Y;No;22;Medium;High;80;0;31;3;Medium;9;;0
37;No;Travel_Rarely;Sales;16;Secondary;Marketing;1;868;Very_High;2.0;Medium;2;Sales Executive;Medium;Divorced;6334;4;Y;No;19;Medium;Very_High;80;2;9;2;Medium;1;;0
28;No;Travel_Rarely;Human Resources;8;Secondary;Medical;1;869;Medium;2.0;Medium;1;Human Resources;Medium;Divorced;4936;1;Y;No;13;Medium;Very_High;80;1;6;6;;5;;0
22;No;Travel_Rarely;Research & Development;1;;Life Sciences;1;872;Very_High;1.0;;2;Manufacturing Director;;Married;4775;6;Y;No;22;Very_High;Low;80;2;4;2;;2;;2
44;No;Travel_Rarely;Research & Development;8;Master;Life Sciences;1;874;Low;2.0;Very_High;1;Laboratory Technician;;Married;2818;2;Y;Yes;24;Very_High;High;80;1;10;2;Very_High;3;;0
42;No;Travel_Frequently;Research & Development;2;University;Medical;1;875;Medium;1.0;High;1;Research Scientist;High;Single;2515;5;Y;Yes;14;High;Very_High;80;0;8;2;;2;;2
36;No;Travel_Rarely;Human Resources;8;Secondary;Life Sciences;1;878;Low;2.0;Medium;1;Human Resources;Medium;Married;2342;0;Y;No;21;Medium;High;80;0;6;3;;5;;0
25;No;Travel_Rarely;Sales;3;University;Other;1;879;High;1.0;High;2;Sales Executive;High;Married;4194;1;Y;Yes;18;High;Very_High;80;0;5;3;;5;;0
35;No;Travel_Rarely;Research & Development;9;Secondary;Life Sciences;1;880;Very_High;2.0;Medium;3;Manufacturing Director;;Married;10685;1;Y;Yes;20;Medium;Medium;80;1;17;2;;17;2.0;5
35;Yes;Travel_Frequently;Research & Development;25;University;Life Sciences;1;881;Very_High;1.0;High;1;Research Scientist;High;Divorced;2022;1;Y;Yes;19;High;Low;80;1;10;3;;10;;7
32;No;Non-Travel;Research & Development;1;University;Life Sciences;1;882;Very_High;1.0;High;1;Laboratory Technician;High;Divorced;2314;0;Y;No;12;High;Medium;80;1;4;2;;3;;0
25;No;Travel_Rarely;Sales;4;Secondary;Marketing;1;885;High;2.0;Medium;2;Sales Executive;Medium;Married;4256;1;Y;No;12;Medium;Low;80;0;5;1;Medium;5;;0
49;No;Travel_Rarely;Research & Development;1;University;Technical Degree;1;887;High;1.0;High;1;Research Scientist;High;Married;3580;2;Y;No;16;High;Medium;80;1;7;2;;4;;0
24;No;Non-Travel;Research & Development;4;Secondary;Life Sciences;1;888;Low;2.0;Medium;1;Laboratory Technician;Medium;Married;3162;0;Y;No;17;Medium;Very_High;80;0;6;2;;5;;3
32;No;Travel_Frequently;Sales;5;University;Life Sciences;1;889;Medium;1.0;High;2;Sales Executive;High;Married;6524;1;Y;No;14;High;Very_High;80;1;10;3;High;10;3.0;5
38;No;Travel_Rarely;Sales;9;Secondary;Marketing;1;893;Medium;2.0;Medium;1;Sales Representative;Medium;Married;2899;0;Y;No;19;Medium;Very_High;80;1;3;3;;2;;1
42;No;Travel_Rarely;Research & Development;3;;Life Sciences;1;894;High;1.0;Very_High;2;Laboratory Technician;Very_High;Married;5231;2;Y;Yes;13;High;Medium;80;1;17;1;;5;;1
31;No;Travel_Rarely;Research & Development;11;University;Life Sciences;1;895;Very_High;1.0;High;1;Research Scientist;High;Married;2356;3;Y;Yes;19;High;Medium;80;1;8;2;;6;;0
29;Yes;Travel_Rarely;Sales;1;Secondary;Medical;1;896;Medium;2.0;Medium;1;Sales Representative;Medium;Divorced;2800;6;Y;Yes;19;Medium;High;80;3;5;3;;3;2.0;0
53;No;Travel_Rarely;Sales;8;University;Marketing;1;897;Low;1.0;High;4;Sales Executive;High;Married;11836;5;Y;No;14;High;High;80;1;28;3;;2;;2
35;No;Travel_Rarely;Research & Development;25;Secondary;Technical Degree;1;899;Very_High;2.0;Medium;3;Manufacturing Director;Medium;Married;10903;3;Y;No;16;High;Low;80;0;16;2;Medium;13;;4
37;No;Travel_Frequently;Sales;21;University;Medical;1;900;High;1.0;High;1;Sales Representative;High;Married;2973;5;Y;No;15;High;Medium;80;1;10;3;;5;;0
53;No;Travel_Rarely;Research & Development;23;University;Life Sciences;1;901;Very_High;1.0;High;4;Research Director;High;Single;14275;6;Y;No;18;High;High;80;0;33;0;High;12;;3
43;No;Travel_Frequently;Research & Development;1;University;Life Sciences;1;902;Very_High;1.0;High;2;Healthcare Representative;High;Married;5562;4;Y;No;13;High;Medium;80;1;12;2;;5;;2
47;No;Travel_Rarely;Sales;2;University;Marketing;1;903;High;1.0;High;2;Sales Executive;High;Married;4537;0;Y;Yes;22;Very_High;Low;80;1;8;2;High;7;3.0;7
37;No;Non-Travel;Sales;19;University;Medical;1;904;Low;1.0;High;3;Sales Executive;High;Single;7642;1;Y;Yes;13;High;Very_High;80;0;10;2;;10;;0
50;No;Non-Travel;Research & Development;2;University;Life Sciences;1;905;Low;1.0;High;4;Manager;High;Divorced;17924;1;Y;No;11;High;Very_High;80;1;31;3;;31;3.0;14
39;No;Travel_Rarely;Human Resources;2;Secondary;Life Sciences;1;909;Very_High;2.0;Medium;2;Human Resources;Medium;Married;5204;8;Y;No;11;Medium;High;80;2;13;2;;5;;0
33;No;Travel_Rarely;Human Resources;3;University;Human Resources;1;910;Very_High;1.0;High;1;Human Resources;High;Divorced;2277;3;Y;Yes;11;High;High;80;1;7;4;;4;;0
32;Yes;Travel_Rarely;Research & Development;25;University;Life Sciences;1;911;Low;1.0;High;1;Laboratory Technician;;Single;2795;1;Y;Yes;24;Very_High;High;80;0;1;2;High;1;;0
29;No;Travel_Rarely;Research & Development;7;Secondary;Medical;1;912;Low;2.0;Medium;1;Laboratory Technician;Medium;Divorced;2532;6;Y;No;14;Medium;High;80;3;8;5;;4;;0
44;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;913;Medium;1.0;High;1;Research Scientist;High;Married;2559;1;Y;Yes;13;High;Very_High;80;0;8;0;;8;;7
28;No;Travel_Rarely;Sales;5;University;Medical;1;916;Low;1.0;High;2;Sales Executive;High;Single;4908;1;Y;No;14;High;Medium;80;0;4;3;;4;;0
58;Yes;Travel_Frequently;Research & Development;2;Secondary;Life Sciences;1;918;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Divorced;2380;9;Y;Yes;14;Medium;Very_High;80;1;3;3;Medium;1;;0
